,RT,m/z,Metabolite,HMDB (*Representative ID),Pooled QC sample CV,Method,Intercept,diagnosis[T.UC],diagnosis[T.nonIBD],chemical_name
C18n_QI11380,11.3,541.3203,,,0.016590984,C18-neg,1.2478715986963138,0.4060080431740101,0.4587100224641514,C18n_QI11380
C18n_QI11745,11.3,557.3149,,,0.044737936,C18-neg,-0.9047620682958736,0.14506510723040833,0.15790123511826515,C18n_QI11745
C18n_QI317,11.31,116.9273,,,0.032520102,C18-neg,-0.20208148052731897,0.6793241881172474,0.5869489388612461,C18n_QI317
C18n_QI2842,11.31,265.14799999999997,,,0.024391565,C18-neg,1.4962474913354742,0.6209601544182135,0.589995689883585,C18n_QI2842
C18n_QI6230,11.31,375.2906,,,0.022180587999999998,C18-neg,2.8224503607507567,0.6119081162254627,1.22089219857728,C18n_QI6230
C18n_QI6308,11.31,377.2967,,,0.026672242999999998,C18-neg,-0.5544422059301509,0.26515153873370423,0.9012922721055698,C18n_QI6308
C18n_QI7415,11.31,411.2672,,,0.136402388,C18-neg,-0.3865459351781979,0.1770265482704474,0.6786381678727818,C18n_QI7415
C18n_QI7760,11.31,421.2963,,,0.021680641,C18-neg,2.137006482576929,0.5405335806648566,1.123816020980234,C18n_QI7760
C18n_QI8096,11.31,433.2491,,,0.130186423,C18-neg,-1.077556410336889,0.5914531134407355,0.8926778512147617,C18n_QI8096
C18n_QI8183,11.31,435.3116,,,0.035853576,C18-neg,-1.4706199555639399,0.24987391460345346,0.9794315176156712,C18n_QI8183
C18n_QI9396,11.31,475.2156,,,0.06926984900000001,C18-neg,-1.5963151841406005,0.08548692691729798,1.00211835671937,C18n_QI9396
C18n_QI11557,11.31,549.3796,,,0.033949914,C18-neg,-1.036296644711889,0.4538948916237189,1.143233485713358,C18n_QI11557
C18n_QI11611,11.31,551.3953,,,0.011037917,C18-neg,0.3709084601159916,0.5121081255714728,1.1943154411462498,C18n_QI11611
C18n_QI12257,11.31,587.2872,,,0.040581398,C18-neg,-0.8508136658910885,0.020922222022276667,0.5479574875978184,C18n_QI12257
C18n_QI13594,11.31,751.5889,,,0.03222117,C18-neg,3.4809915632959236,0.4305103205482794,1.1647734122422886,C18n_QI13594
C18n_QI13680,11.31,773.5703,,,0.035352972,C18-neg,1.4889127821679935,0.3030643843452765,0.99530763198411,C18n_QI13680
C18n_QI13923,11.31,841.5582,,,0.070415489,C18-neg,-1.1701867966894284,0.34451369274066224,0.8032254653123571,C18n_QI13923
C18n_QI9303,11.33,471.2786,,,0.036730913,C18-neg,0.1704456419702396,0.67531374919818,1.0840364174989414,C18n_QI9303
C18n_QI9958,11.33,491.338,,,0.038845892,C18-neg,-1.1505782990697997,-0.17041250240399108,0.5263871627000523,C18n_QI9958
C18n_QI3857,11.34,300.1401,,,0.030054466000000002,C18-neg,-1.0147426514867917,0.4289973162453009,0.8030747847703648,C18n_QI3857
C18n_QI8396,11.34,443.278,,,0.035992626,C18-neg,0.8327776999231205,0.7767296217720343,0.9824736194757177,C18n_QI8396
C18n_QI10245,11.34,501.3205,,,0.047285694,C18-neg,-1.1411588578466552,-0.05037208568646179,0.4336648659852696,C18n_QI10245
C18n_QI11740,11.34,557.2733,,,0.047374914000000004,C18-neg,-1.0490091233495846,0.477435865287049,0.4130525069383335,C18n_QI11740
C18n_QI13030,11.34,649.5047,,,0.031924293,C18-neg,0.10835476825197787,0.2142527483742072,0.973225839629526,C18n_QI13030
C18n_QI9488,11.35,477.3585,,,0.032298841,C18-neg,-0.6809308915380612,0.5703837059776617,0.9130362944749546,C18n_QI9488
C18n_QI10517,11.35,511.265,,,0.06446933,C18-neg,-0.5505502610448971,0.2565601252357794,0.4596654849199009,C18n_QI10517
C18n_QI12099,11.35,577.2686,,,0.038992553,C18-neg,-0.6196945100072995,0.0333810232918097,0.023963041797037118,C18n_QI12099
C18n_QI12290,11.35,589.303,,,0.030239633999999998,C18-neg,-0.34807280590573697,-0.2518536664207147,0.6411207394746494,C18n_QI12290
C18n_QI4797,11.38,329.2124,,,0.026318847000000003,C18-neg,-0.1986472993139401,-0.8480059720237438,-2.415220431789999,C18n_QI4797
C18n_QI6352,11.38,379.249,,,0.025758849,C18-neg,0.09664364764650912,0.3614647768776251,0.9939544277337742,C18n_QI6352
C18n_QI6950,11.38,397.2056,,,0.026401147000000003,C18-neg,-1.2505052476171628,0.2409327410499884,0.3805106358674717,C18n_QI6950
C18n_QI7772,11.38,422.2681,,,0.023072796,C18-neg,0.9540731520410404,-0.09016557704998897,0.14411158134018898,C18n_QI7772
C18n_QI11931,11.38,567.3356,,,0.037030459,C18-neg,-1.1283452897314206,0.6283938072960193,0.22891945411240575,C18n_QI11931
C18n_QI12663,11.38,614.3307,,,0.028532066000000002,C18-neg,-0.8836114793066159,-0.032473049278991084,0.7996289210466099,C18n_QI12663
C18n_QI13568,11.38,745.5631,,,0.037651678,C18-neg,-1.2313516526464596,1.0259706162254645,0.3280913310197544,C18n_QI13568
C18n_QI13941,11.38,847.6467,,,0.034237778999999996,C18-neg,-0.3652465729955807,0.760406055335265,1.2170811371949863,C18n_QI13941
C18n_QI3662,11.39,293.2125,,,0.036975451,C18-neg,0.21331234881838407,0.2294545553963019,0.4530002551225376,C18n_QI3662
C18n_QI10722,11.39,517.3533,,,0.030607115,C18-neg,-1.0598991303686276,0.8864273213188483,0.5457918124345493,C18n_QI10722
C18n_QI11323,11.39,539.3387,,,0.067714972,C18-neg,-0.14339903881589322,0.7196666382591559,0.7997275071290684,C18n_QI11323
C18n_QI4554,11.4,321.2436,,,0.016178026,C18-neg,0.06002064654787631,0.1965999983589484,0.7839930730012608,C18n_QI4554
C18n_QI10171,11.4,499.3099,,,0.01955356,C18-neg,2.204538545107446,-0.2759284592826532,0.03157717753922462,C18n_QI10171
C18n_QI13146,11.4,661.5413,,,0.028294556000000002,C18-neg,-0.6411703019384518,-0.18033119213177606,0.2613971905854893,C18n_QI13146
C18n_QI13610,11.4,757.5992,,,0.023168152999999997,C18-neg,-1.3059204011205807,1.6402358793060596,0.4716076331285191,C18n_QI13610
C18n_QI4868,11.41,331.2493,,,0.026163567000000002,C18-neg,-0.8938434510473385,0.44244388568804816,0.18108613063370704,C18n_QI4868
C18n_QI8780,11.41,455.2419,,,0.016933538999999997,C18-neg,0.17725583026369662,0.6752330445091559,0.9959364013818456,C18n_QI8780
C18n_QI8996,11.41,462.3227,,,0.027834302999999998,C18-neg,-0.9437873749975338,0.07388524043963507,-0.14116137455428124,C18n_QI8996
C18n_QI2951,11.42,269.2123,,,0.012491343,C18-neg,0.4000703902002201,0.676953949813111,0.4372146802095127,C18n_QI2951
C18n_QI8335,11.42,441.2861,,,0.041321404,C18-neg,-1.4552505402807367,1.01005486476825,0.17353028823410988,C18n_QI8335
C18n_QI10980,11.42,526.2842,,,0.044876270999999995,C18-neg,-0.13214282085935025,0.5657873534004523,-0.2367481512876797,C18n_QI10980
C18n_QI8691,11.43,452.2787,,,0.013294243999999998,C18-neg,1.9742099852319583,0.4841213606636359,0.542645402446146,C18n_QI8691
C18n_QI10797,11.43,520.2657,,,0.034231196,C18-neg,-0.8840244202856198,0.3929152869026496,0.29124314357316017,C18n_QI10797
C18n_QI12662,11.44,614.1771,,,0.026685207000000002,C18-neg,0.2651269049402103,-1.7882160760123895,0.136148877635355,C18n_QI12662
C18n_QI7699,11.46,419.2807,,,0.026475962000000002,C18-neg,-1.2392013459447997,0.18517879474566531,0.5874491410402012,C18n_QI7699
C18n_QI8123,11.46,433.3324,,,0.02138028,C18-neg,-1.1764600663427487,0.4142802141945197,1.1835178809312534,C18n_QI8123
C18n_QI9060,11.46,464.2783,,,0.043419102,C18-neg,-1.0589130311254635,-0.5446834183891003,-0.7868561072202969,C18n_QI9060
C18n_QI3666,11.47,293.2125,,,0.020205278,C18-neg,0.5629536719079837,0.4254393957893683,0.6482030825761509,C18n_QI3666
C18n_QI3731,11.47,295.2279,,,0.018639722,C18-neg,-0.04405097057858853,0.1742656611244513,0.7544105725434971,C18n_QI3731
C18n_QI11355,11.47,540.3306,,,0.030316557999999997,C18-neg,1.1372720808740482,0.5260265253822638,0.009528704181070323,C18n_QI11355
C18n_QI12582,11.47,608.3185,,,0.038334593,C18-neg,-1.2278983979467526,0.3258932017128302,-0.1560193819853115,C18n_QI12582
C18n_QI3416,11.48,285.1246,,,0.0692648,C18-neg,-1.0556991486791745,-0.33461900722576843,0.03928954173600197,C18n_QI3416
C18n_QI8937,11.48,460.2838,,,0.02698758,C18-neg,-0.9274385361913816,0.73411230075763,0.39071113635575294,C18n_QI8937
C18n_QI9651,11.48,482.3277,,,0.024499972999999998,C18-neg,0.25562640140017123,0.14684347141192688,1.6118856744912815,C18n_QI9651
C18n_QI8967,11.49,461.3277,,,0.030979026,C18-neg,-1.5132635026220456,0.3421523951332404,0.9807425813821506,C18n_QI8967
C18n_QI10743,11.49,518.3041,,,0.147162218,C18-neg,-0.7049320130590573,0.03747347820208802,1.4673299269822788,C18n_QI10743
C18n_QI10885,11.49,523.3106,,,0.082579202,C18-neg,-1.127507963681616,-0.3230616666038202,-0.06351356934035303,C18n_QI10885
C18n_QI12319,11.49,591.3188,,,0.020992267000000002,C18-neg,-0.38493422558347135,-0.4922556496818249,0.9647808747438144,C18n_QI12319
C18n_QI5218,11.51,343.1916,,,0.017331512,C18-neg,0.32583161303957553,-0.9659385300834344,-2.141380481228476,C18n_QI5218
C18n_QI9331,11.52,471.3482,,,0.019487695,C18-neg,1.2737223715539798,0.4967503927986456,1.0363586025384617,C18n_QI9331
C18n_QI10723,11.52,517.3534,,,0.024712857999999997,C18-neg,-0.8563135056738034,0.34122089374469056,0.8957310395387363,C18n_QI10723
C18n_QI10916,11.52,523.3639,,,0.013472781999999999,C18-neg,0.7145764441247806,0.6052967690269782,1.0006123261598299,C18n_QI10916
C18n_QI11932,11.52,567.3357,,,0.041461675,C18-neg,-1.2849290757421628,0.5305750750343616,0.9524207787660312,C18n_QI11932
C18n_QI10588,11.53,513.3355,,,0.140123985,C18-neg,-0.3180644898656979,-0.066349706764953,0.20577175189530367,C18n_QI10588
C18n_QI9450,11.54,476.2785,,,0.015792828000000002,C18-neg,1.8697349638696537,0.06664494502947882,-0.5195543093534756,C18n_QI9450
C18n_QI10249,11.54,501.3207,,,0.035453882,C18-neg,-1.3596046357397211,0.030032672766905574,0.5390229897645664,C18n_QI10249
C18n_QI3023,11.55,271.228,,,0.014617567,C18-neg,0.8834411711450443,0.0596540354530628,1.0165932254937842,C18n_QI3023
C18n_QI8418,11.55,444.2791,,,0.023090557,C18-neg,-0.08919314434567838,0.3807766817848517,-1.5059623045774746,C18n_QI8418
C18n_QI9644,11.55,482.2527,,,0.018472473,C18-neg,-0.132043638730444,0.1725712202827765,0.3999442534593296,C18n_QI9644
C18n_QI11379,11.55,541.32,,,0.047521155,C18-neg,1.9696352095361576,0.027266063575011046,-1.2569708151670742,C18n_QI11379
C18n_QI12216,11.55,584.3206,,,0.033557017,C18-neg,-0.9993989854101316,-0.5067169285972302,0.8833895402101231,C18n_QI12216
C18n_QI12289,11.55,589.303,,,0.026917119,C18-neg,0.4625951857324466,-0.4648232079703973,0.19722015430008888,C18n_QI12289
C18n_QI6796,11.56,392.2632,,,0.019599177,C18-neg,-0.7968099503759518,0.11647323596881165,0.21331436206376075,C18n_QI6796
C18n_QI4853,11.57,331.1917,,,0.024340645,C18-neg,0.007739266848169278,-0.05565496456219421,1.0629451351312351,C18n_QI4853
C18n_QI10073,11.57,495.2788,,,0.014906675,C18-neg,1.3922879309411869,0.2343922041694935,0.851459689631815,C18n_QI10073
C18n_QI2261,11.58,243.1964,,,0.025428517,C18-neg,-1.5765293030981198,0.4944041155617072,0.6212112383989048,C18n_QI2261
C18n_QI7358,11.59,409.3438,,,0.02154199,C18-neg,-0.6359832673315182,0.4020324133674933,0.5231573062089634,C18n_QI7358
C18n_QI8074,11.6,432.2756,,,0.020169015,C18-neg,0.6419150442834721,1.1937032126228644,-1.8949369711729336,C18n_QI8074
C18n_QI4613,11.62,323.2593,,,0.020638965,C18-neg,-0.976140776181616,-0.5633403874595331,1.2129856424478245,C18n_QI4613
C18n_QI5895,11.63,365.231,,,0.025215047,C18-neg,0.8107764334436283,0.4431159876625373,0.392379231944437,C18n_QI5895
C18n_QI8091,11.63,433.2184,,,0.05475539,C18-neg,-1.3352945237402096,0.3812995337288197,0.2260832266954136,C18n_QI8091
C18n_QI12709,11.63,617.4762,,,0.060735461,C18-neg,-0.7603614716772213,-0.08657117855145202,-0.28736823032820696,C18n_QI12709
C18n_QI6171,11.64,373.2749,,,0.014209886000000001,C18-neg,-0.19975928356686976,0.4752536200325324,0.8364524321702671,C18n_QI6171
C18n_QI7696,11.64,419.2806,,,0.031968723,C18-neg,-0.9791572480444088,0.5372529410164191,0.92257494498765,C18n_QI7696
C18n_QI10365,11.64,505.2577,,,0.023512184,C18-neg,-0.6171615510229245,0.7426065586845709,-0.2573475165220547,C18n_QI10365
C18n_QI13760,11.64,797.558,,,0.029529927999999997,C18-neg,0.6427671522851811,-0.2782823659141247,-0.3227552695127773,C18n_QI13760
C18n_QI13361,11.65,699.3811,,,0.029374732999999997,C18-neg,-0.10582427074948696,0.35636810291216925,0.04638797809159279,C18n_QI13361
C18n_QI4278,11.66,313.2387,,,0.023118771,C18-neg,-0.6108253388647213,0.148141898993714,1.1204294638780308,C18n_QI4278
C18n_QI6297,11.66,377.273,,,0.025995873,C18-neg,-0.8017108826879635,0.7203308724205328,0.4410516696122837,C18n_QI6297
C18n_QI6606,11.66,387.1816,,,0.026174812000000002,C18-neg,-0.9270980744604244,-1.5195073701102901,-1.1395348830076504,C18n_QI6606
C18n_QI9635,11.66,481.3539,,,0.02399526,C18-neg,-1.0710094361547604,0.10874370563433901,0.6592732148317051,C18n_QI9635
C18n_QI12287,11.66,589.3029,,,0.031312626,C18-neg,-0.10357932140866666,-0.2731771088798212,0.3543209509996128,C18n_QI12287
C18n_QI3665,11.67,293.2125,,,0.026737029,C18-neg,-0.7436855225805417,0.15864972103045538,0.7910328583863926,C18n_QI3665
C18n_QI11739,11.68,557.2733,,,0.021616492999999997,C18-neg,-0.33941535046140103,0.009191789511900694,-0.056170634731893536,C18n_QI11739
C18n_QI10798,11.69,520.2657,,,0.032785800000000004,C18-neg,0.5613319487329349,0.786736287955506,0.658005304828043,C18n_QI10798
C18n_QI12273,11.69,588.2528,,,0.09936144300000001,C18-neg,-1.2104995637182372,0.5014286421577765,0.2958912329820347,C18n_QI12273
C18n_QI8692,11.7,452.2787,,,0.018596234,C18-neg,3.655151566958033,0.5777157925407703,0.5606219248918247,C18n_QI8692
C18n_QI11622,11.7,552.2034,,,0.054925866,C18-neg,-1.4838283448461669,0.488403596762879,0.3806105332521153,C18n_QI11622
C18n_QI13674,11.7,772.5112,,,0.046427037000000004,C18-neg,-0.4926336198095456,0.5238566778938605,0.4478368239549351,C18n_QI13674
C18n_QI2552,11.71,255.2328,,,0.026127822999999998,C18-neg,-1.3139522462133542,0.4959366701881702,0.4230073170808506,C18n_QI2552
C18n_QI3782,11.71,297.2436,,,0.012382928,C18-neg,3.6026293844934334,0.628829040412171,0.5959752278474522,C18n_QI3782
C18n_QI3838,11.71,299.2496,,,0.026465053,C18-neg,-0.6038520722631588,-0.003313980217711787,-0.17355673740828514,C18n_QI3838
C18n_QI12405,11.71,595.4937,,,0.035336334,C18-neg,-0.3044708161596432,0.1509790800850226,0.2557904200700474,C18n_QI12405
C18n_QI12707,11.71,617.4758,,,0.052356719,C18-neg,-0.1528118043188229,0.2000549219887091,0.0318872409013462,C18n_QI12707
C18n_QI13481,11.74,724.2975,,,0.034523406,C18-neg,0.5249440283532962,0.7058606528084113,-4.216477565273887,C18n_QI13481
C18n_QI13740,11.74,792.5766,,,0.024199282000000003,C18-neg,0.8053471655603275,0.5730989359657599,0.15089280177628514,C18n_QI13740
C18n_QI9575,11.75,480.3096,,,0.029870376,C18-neg,-0.04811076214352994,0.6048481844703986,0.17899341155564308,C18n_QI9575
C18n_QI11356,11.75,540.3309,,,0.021511513,C18-neg,3.1502453894372806,0.6365087412636115,0.2256179528382969,C18n_QI11356
C18n_QI11689,11.75,554.3458,,,0.028843933,C18-neg,-0.06648139050046352,0.5680036925117786,0.10623652507340432,C18n_QI11689
C18n_QI11093,11.76,530.3019,,,0.14387642,C18-neg,0.17702885577639196,0.5810324333946522,0.11923450995957376,C18n_QI11093
C18n_QI12581,11.76,608.3179,,,0.043045585,C18-neg,0.29043408343752475,0.4709694765846564,0.1095690207627964,C18n_QI12581
C18n_QI7991,11.77,429.2971,,,0.020440235,C18-neg,1.3567559332605228,0.4963686846535023,1.0868862943795872,C18n_QI7991
C18n_QI13230,11.77,676.3057,,,0.085251668,C18-neg,-1.3024137406591552,0.5941410445015265,0.2205658631471348,C18n_QI13230
C18n_QI13700,11.79,780.5765,,,0.046060707,C18-neg,-1.3452995209936276,0.14517716396258604,-0.1521868033262539,C18n_QI13700
C18n_QI3437,11.8,285.2436,,,0.023180378999999997,C18-neg,0.8520576567407474,0.013094463233215949,-0.19626515339339254,C18n_QI3437
C18n_QI4758,11.81,328.2496,,,0.033873301,C18-neg,-1.2890155701879635,0.045926608924133916,0.2752259450105381,C18n_QI4758
C18n_QI9247,11.82,469.3324,,,0.017049735,C18-neg,0.14765377948244662,1.7036530159752203,0.1818346457627964,C18n_QI9247
C18n_QI11254,11.82,537.3213,,,0.042925218,C18-neg,-1.694499769711889,1.2148008726875617,0.500000663295145,C18n_QI11254
C18n_QI11907,11.82,566.346,,,0.025646578,C18-neg,0.3703763098474369,-0.053691825981871937,-0.2943560404630947,C18n_QI11907
C18n_QI13360,11.82,699.3811,,,0.025652368,C18-neg,-0.13777808239499478,-0.4127235032279657,1.1872916298059175,C18n_QI13360
C18n_QI3663,11.83,293.2125,,,0.028133031,C18-neg,-0.9210613160375728,-0.01759048473431335,0.7806367354539585,C18n_QI3663
C18n_QI8106,11.83,433.2959,,,0.030509802000000003,C18-neg,-1.5601318269018307,0.20924738872454893,0.8372039275315952,C18n_QI8106
C18n_QI9537,11.83,479.2847,,,0.053509698,C18-neg,-1.2214668183569088,0.15249947536395148,0.4672977404741001,C18n_QI9537
C18n_QI6296,11.84,377.273,,,0.051084057999999995,C18-neg,-1.2925155549291745,0.7283356570045765,0.6161714272645664,C18n_QI6296
C18n_QI7708,11.84,419.3019,,,0.031265478,C18-neg,-1.3148267655614987,0.4256849669258429,-0.017627052769308094,C18n_QI7708
C18n_QI3539,11.89,288.197,,,0.060255054,C18-neg,-1.0570762543920649,1.2348773859779671,-4.681379966244345,C18n_QI3539
C18n_QI9070,11.89,464.3164,,,0.061227589000000006,C18-neg,-0.6475723176244871,1.2346618555824571,-2.1497375292631435,C18n_QI9070
C18n_QI10456,11.89,508.3075,,,0.050507063,C18-neg,2.3582388968225345,1.4747710608284308,-3.0980636401029877,C18n_QI10456
C18n_QI10504,11.89,510.3222,,,0.022551902999999998,C18-neg,3.5434348196740966,1.5436081670563038,-4.244803599819783,C18n_QI10504
C18n_QI10584,11.89,513.3306,,,0.036444917,C18-neg,-0.7178838639501706,0.8804388426582648,-0.6482898516508389,C18n_QI10584
C18n_QI12114,11.89,578.3096,,,0.052674359000000004,C18-neg,-0.5128353028539792,1.2856986902992542,-3.854127578243856,C18n_QI12114
C18n_QI12613,11.89,610.2475,,,0.048732022,C18-neg,-0.8653352647070065,1.2515088700096442,-3.682866267666464,C18n_QI12613
C18n_QI4942,11.9,334.2025,,,0.027604768,C18-neg,0.7950393767114505,1.5992643021385504,-4.243840865597372,C18n_QI4942
C18n_QI12091,11.9,576.2941,,,0.07386820200000001,C18-neg,-1.6156614213232174,1.3804432534019782,-4.0188195032926854,C18n_QI12091
C18n_QI13937,11.9,845.5327,,,0.077925992,C18-neg,-0.9073741822485104,1.1417313002388312,-5.576778106197958,C18n_QI13937
C18n_QI2948,11.92,269.2123,,,0.036692186,C18-neg,-0.7798021226171628,-0.5660650349815057,0.35300547648941993,C18n_QI2948
C18n_QI3727,11.93,295.2278,,,0.022513416,C18-neg,0.3580362410302982,0.038665094260437634,0.2384187655595493,C18n_QI3727
C18n_QI7712,11.93,419.3167,,,0.04680912,C18-neg,-1.0623262315038815,-0.7145509339530633,0.1730235295442295,C18n_QI7712
C18n_QI13483,11.94,725.3967,,,0.10812040099999999,C18-neg,-0.6205423264745846,-0.25580807697369323,-0.4565922541471768,C18n_QI13483
C18n_QI13209,11.95,673.5409,,,0.117993802,C18-neg,-1.1932695298437253,-0.1550333119590448,0.8206176238206577,C18n_QI13209
C18n_QI7990,11.96,429.2969,,,0.042985307,C18-neg,0.6527726263757572,-0.03368278514935241,0.8519823031572056,C18n_QI7990
C18n_QI9263,11.96,470.2911,,,0.044428731,C18-neg,0.9582969755884037,1.5489910625259709,-2.0793692393156338,C18n_QI9263
C18n_QI8969,11.97,461.3278,,,0.046399844,C18-neg,-1.3296134858373776,-0.04317351352765009,1.0089873151925757,C18n_QI8969
C18n_QI9215,11.97,469.2267,,,0.046484194000000006,C18-neg,-0.7074373154882565,-0.0397998906333612,-0.2017039580198574,C18n_QI9215
C18n_QI9554,11.97,479.3377,,,0.013853349,C18-neg,0.4673158735986576,0.5291831873695685,1.2382046060708711,C18n_QI9554
C18n_QI12387,11.97,595.2885,,,0.032510817000000004,C18-neg,1.03701468417605,0.2684786700050648,0.27813155223404884,C18n_QI12387
C18n_QI13939,11.97,845.6299,,,0.145963242,C18-neg,-2.2153470902685295,1.5875044249336554,-0.7110122961851406,C18n_QI13939
C18n_QI4757,11.98,328.2494,,,0.038650431,C18-neg,0.8545696348901615,0.2702289007942511,0.705756016269083,C18n_QI4757
C18n_QI6309,11.98,377.2967,,,0.022033123999999998,C18-neg,0.34286471316774936,0.6265242480079962,0.9184654431489658,C18n_QI6309
C18n_QI7759,11.98,421.2962,,,0.012372141000000001,C18-neg,3.5859338850732674,0.7716887377540882,1.0023276286271765,C18n_QI7759
C18n_QI7818,11.98,423.3021,,,0.019694713,C18-neg,0.36734600970705605,0.6393801354210211,0.860734887614603,C18n_QI7818
C18n_QI8184,11.98,435.3116,,,0.023990217999999997,C18-neg,0.4944707960840091,0.4601786516945179,0.7589280085710239,C18n_QI8184
C18n_QI8259,11.98,439.2466,,,0.031731716,C18-neg,1.3598339171167242,0.7489401482384039,1.5308887736943912,C18n_QI8259
C18n_QI9395,11.98,475.2155,,,0.036378989,C18-neg,0.12541600177248569,0.4124372385780646,0.7297138648179722,C18n_QI9395
C18n_QI9474,11.98,477.3223,,,0.03548453,C18-neg,-0.7730129151586667,-0.1403717614371942,0.656420774951334,C18n_QI9474
C18n_QI10835,11.98,521.3306,,,0.022671365,C18-neg,1.4727804274316654,0.7775754116813953,0.7516091542390537,C18n_QI10835
C18n_QI10967,11.98,525.38,,,0.055936432,C18-neg,-1.2387636094335692,0.04740647304461554,1.0121849255708408,C18n_QI10967
C18n_QI11610,11.98,551.3952,,,0.029349495,C18-neg,-0.18438891460935025,0.34663609493182435,1.1907229499963474,C18n_QI11610
C18n_QI13384,11.98,704.5462,,,0.061977440999999994,C18-neg,-0.9246280579809324,-0.27061077129437194,0.13409585525071144,C18n_QI13384
C18n_QI13595,11.98,751.5891,,,0.026627802000000002,C18-neg,5.473190984224877,0.4855258845131232,0.952545292868967,C18n_QI13595
